score;content
1;parah... pesen tiket sekeluarga (4 tiket) 5 jam sebelum pertunjukan tapi sampai pertunjukan mau di mulai belum juga ada konfirmasi kursi. kami sekeluarga terlantar di bioskop nunggu kepastian yg ndak jelas. padahal pembayaran udah berhasil. yang lebih parahnya lagi, pesanan tersebut baru berhasil setelah kita beli tiket baru dan sudah nonton didalam bioskop (pertunjukan sudah jalan, kursi baru dikonfirmasi) Parah banget.... sama saja bayar 8 tiket untuk 4 orang.
1;diubah dari 5 sampai 1.. karna gk bisa mengontrol kondisi di high traffic pemesanan.. mesen duluan bangku kosong, nunggu lama akhirnya refund uang, gk jadi nonton sama keluarga akhirnya dibatalkan semua karna ada yg refund tempat duduknya di isi org lain.. perbaiki lagi kecepatan untuk masalah ini..agar semua konsumen tidak gelisah untuk nonton bersama kerabat dekatnya
1;payah,,pembayan sudah ok,dana sudah terpotong nunggu tiket nya lama,tlp customer service ampe 3 jam ga ada yg bisa bantu jawab,,ampe pulsa abis ga ada jawaban,,ngapain bikin aplikasi kalw cm bikin ribet orng,,kalw bs ga ksh bintang ga akan oernah kasih bintang
1;pesan tiket dari jam 10.15 WIB sampai pukul 13.30 WIB kode booking nya ga keluar keterangannya masih menyiapkan kursi padahal film tayang jam 12.45 WIB, pas di jalan pulang liat lagi kode booking baru keluar itu jam 13.35 WIB parah bgt tix id bikin kecewa...nnton ga jadi, saldo dipotong juga, PARAH terus ini tiket buat apa??? film udh selesai... BALIKIN SALDO SAYA
1;pesan tiket dari jam 10.15 WIB sampai skrg kode booking nya ga keluar keterangannya masih menyiapkan kursi padahal film tayang jam 12.45 WIB, parah bgt tix id bikin kecewa...nnton ga jadi, saldo dipotong juga, PARAH kecewa parah..
1;Jangan suka nge cancel tiba2 dong,orang kan booking nya udah dri 2 jam lalu dan pas sampai bioskopnya belum dapet kode booking,masih proses terus kalau emang udah tau kursi penuh gausah loading nunggu nyari kursi harusnya pas orang udh booking dan bayar transaksi lunas detik itu juga dapet kode booking buat print di m-tix jangan pake proses lama 2 jam setelah film baru mo mulai baru dikirim kode nya sumpah ya server nya terlalu lama untuk verifikasi kursi nya
1;saya tarik kembali ulasan saya!!! aplikasi super parah! masa ga dapat dapat kode booking dari tadi. sudah 1/2 jam ga muncul muncul kose booking!!!!? dari tadi memerika kursi terus !!!!!!!!?!!!percuma dikasih no 1500849. no bohongan!!!!!! TIDAK BISA DITELPON!!!!!! langsung putus!!!!!!!!!!!! ini niat jual tiket apa ga?!!!!!!!!!!!!! kalau sampai gagal transaksi saya mau REFUND uang saya.
1;lama respon pemilihan kursi tunggu lama2 tiba2 muncul refund pilih kursi yang lain tunggu lagi lama banget tiba2 muncul refund lagi kalau responnya lama gitu lama2 gadapat tiketnya dong mending beli langsung d bioskop kalau apknya gini terus
1;"Pesanan tiket saya ngak dapat diproses sampai melewati jadwal film yang di pesan padahal saldo ny ud di kurangin ny, lalu dihubungi costumer berkali"" ny ngak respon."
1;Setiap weekend atau setiap kali ada tiket promo pasti aplikasinya selalu bermasalah. ini bukan pertama kalinya kejadian seperti ini. sepertinya tidak ada pembenahan dari vendor. 3 kali pemesanan, semuanya di refund. mana mesti nunggu satu jam per transaksi untuk kejelasan tiketnya. jika berhasil sih enak, ini gagal. tolong dong vendornya lebih memperhatikan aplikasinya yg sering banget error ini dikala weekend atau ada tiket promo
1;saya barusan pesan film spiderman,gara2 promo 20 ribu...jadi hilang kursi favorit saya... ini aplikasi sebenarnya niat kasih promo atau tidak.... tolong sistemnya di bagusin lagi
5;aplikasi ini membantu sekali . tapi kendala nya kdang suka sudah beli tiket tp menunggu kursi dan itu prosess nya lama . jdi was was
3;oke si aplikasinya, cuma kalo kita mau pesan tiket terus ngecek kursinya lama sekali... tolong di perbaiki
1;Biaya layanan nya mahal, tapi aplikasinya tidak realtime... masa ada jeda lama untuk konfirmasi pembelian berhasil (menungu konfirmasi seat)... Kan bego kalau ada customer banyak di waktu yang sama...
5;MANTUL!!! Dulu tiap ada film yang BOOM baru bisa nonton karena selalu keabisan tiket. Tapi setelah menginstal aplikasi ini, hidup saya berubah. makan lewat mulut, minum di telen. nafas dihirup dan hembus. wah pokonya menyenangkan. Terimakasih TIX ID
3;"sebenarnya aplikasi yang bagus. tapi saya sering mengalami ""tiket sedang diproses"" nungguin sampe setengah jam tapi gak muncul2 jg. bahkan sering dibatalin. tolong diperbaiki. kalau memang kursi sudah dipesan sama yang lain, yaudah batalin yang cepet. jgn lelet. kesel bgt."
5;simple praktis gak perlu antri, cuma tgl besok dan lusanya gak bs order kecuali film box office.
5;penggunaannya mudah dan simple. dan untuk yang suka ga kebagian tiket pas nonton langsung download ajà , owkieyy. rekomendasi banget dan bayar pun buat yang belum punya atm atau kartu debit biaa bayar lewat minimarket terdekat . . . jangan pernah mengecewakan ya sukses terus tix id 👍🏻👍🏻👍🏻
5;Tix id pembayaranya lebih mudah dibanding aplikasi sahabatnya yaitu mtix. Terutama bagi saya pengguna debit online, sangat terbantu. Selain itu antar muka yang tidak begitu rumit. Semoga TIX ID atau bioskop Cinema21 terus ditingkatkan kualitasnya.
1;kecewa saya. pas mau pesan selalu refund. pembookingan kursinya kalah cepat dengan aplikasi lain.. alhasil saya ngga jadi nonton..
3;aplikasi ini membantu saya dgn tidak perlu repot untuk antri² beli tiket. namun kenapa sekarang saya tidak bisa nge-booking tiket presale , atau ngebooking tiket untuk jadwal di hari lain, padahal dulu bisa. masa saya harus booking tiket di hari itu juga saya nonton.
1;Setelah UPDATE VERSI malah makin LEMOT. Setiap LOGIN CEK SALDO / TOP UP DANA harus VERIFIKASI no.hp selow respon parah, dan kadang Tidak ada respon. Sangat MENGECEWAKAN.
5;sangat-sangat menghemat waktu, tenaga dan praktis... Diharapkan fiturnya ditambahkan lagi untuk kedepannya.
5;Aplikasinya bagus, diskon yang diberikan pun menarik. Namun sering terjadi kendala dalam pengecekan kursi yang membutuhkan waktu yang cukup lama. Mohon untuk ditingkatkan
5;nonton bioskop ga perlu ngantri tiket lagi.. rekomended banget deh.. udah gitu ada beberapa promo yang buat tiket jadi lebih murah.. i love it..
5;cepat mendapatkan upgrade film film terbaru dan lokasi bioskop serta memudahkan pembayaran tanpa hrs mengantri lg.
1;saya kasih bintang satu. hari ini saya membeli tiket untuk film annabel di artha gading xxi dan sheet saya itu di h4 menggunakan saldo dana. ternyata pesanan saya dibatalkan padahal waktu saya mem-booking sheet tsb sheet tsb memang kosong. Kalau memang sudah terbooking dengan kata lain saya kurang cepat membooking, seharusnya saldo dana saya tidak jadi di potong dong. dan kalau memang terpotong dan bangku saya sudah terbooking, seharusnya ada email pemberitahuan kepada saya bahwa transk. gagal.
3;mau tanya dong om tix...klo sdh psen tiket itu kira2 waktu y dibatasi brp jam? supaya gak kena refund atau pengembalian dana krn kehabisan waktu utk scan barcode
1;kenapa ga bisa login di tix id ?mau ganti password karena lupa password yg lama asal dicoba ganti password muncul terjadi kesalahan?
1;Makin kesini makin jelek, apalagi pas lagi ad voucher diskon kalo ga app-nya jd lelet, ya status pemesanan kursi ga real live dan lamaaaaaaaaaa pake banget...bisa gagal dan di refund sampe 3x gw, dan beli ke 4 baru sukses... parah!!! jadi itil.id aja drpd tix.id
2;Dulu kalau beli tiket cepat, skrg kalau beli lama.. pake proses segala, padahal kursi kosong dan udah transaksi, juga prosesnya ga sebentar alias lama, dan ujung2nya dana di refund krna kursi sdh ada yg pesan.. halo.. kan udah pesan duluan kenapa malah dijual ke yg lain?
5;sangat membantu banget.... tidak perlu ngantri,.. tapi kadang kadang kenapa pesan tiket tuk hari yang akan datamg. kadang tidak ada menu nya lagi ya
2;uda adm naikk loading untk dpt kursi pun lama!! dan paling gk suka uda nggu lama gk dapat kursi dgn alasan kursi sudah d psan. nah saya nggu 30menit woy . d prbaiki deh bagus yg awal. makin kdpn gk tmbah baik makin jlk
3;bagus, tapi sekarang kenapa pembayaran lewat bank BRI tidak di berlakukan yaa. dulu enak bisa top up pake bank BRI sekarang kenapa gk bisa.. sedang dalam perbaikan tapi kok lama yaa... jadi jarang top up sekarang. mohon koreksi nya..
4;Beli tiket bioskop tanpa perlu repot datang lebih awal ke bioskop... dapet diskon 50% klo hari selasa... sayang, mulai promo jam 10.00 n quota 10.20 udh abis... janjian beli bareng2 ada yg kebagian ada yg ga... but over all, saya suka dan terbantu dg aplikasi ini...Thx TiX ID, bikin hidup jdi lebih mudah...
2;parah sih ini, kenapa point royal tix saya tidak pernah bertambah padahal saya pelanggan setia tix id, setiap setelah melakukan transaksi point saya tetap 1rb dan itu point pada saat saya registrasi saja, mohon bantuannya agar akun saya tetap bisa mendapatkan benefit royal tix
5;aplikasi ini sangat membantu saya untuk booking tiket bioskop dengan lokasi bioskop yang lengkap, cara daftar nya juga mudah. terutama bagi saya karena saya selalu berombongan bersama keluarga jika ingin nonton di bioskop. (o‿∩)
5;Saya suka dengan UI dari TIX ID, ditambah TIX ID suka memberikan promo. Tapi saya tidak yakin akan menggunakan sesering sekarang jika promonya sudah mulai dikurangi.
5;sukak banget karna sering banget promo diskon 50%, gak perlu ngantri, bisa dateng pas ngaret tempat duduk dapet yg enak, topupnya gampang (pake debit minimal 10rb, kirim kiriman dana minimal 10rb, topup dana alfamart/dandan minimal 50rb). sebelum ada tix id aku jarang banget mau nonton bioskop, eh sejak ada tix id jadi sering nonton bioskop hahahaa
4;"So far so good.. Worth it lah sama promo"" dan potongan yang ditawarkan, apalagi klo paymentnya lewat dana. Tapi entah perasaanku aja nih atau emang sekarang kalau beli tiket, promo yang ada udah gak bsa dgabungin lagi sma voucher potongan harga yang didapat dari dana? karena perasaan dulu bisa, tapi setelah update baru, malah gk bsa dgabung""in. kasian kan klo vouchernya kadaluarsa.. kesannya tix id semakin besar, semakin pelit. Sma klo bsa, film yg coming soon, disertain jadwal tayangnya dong."
5;aplikasi tiket dan info film paling keren, banyak diskon dan promosinya juga, lebih bagus daripada aplikasi tiket dan info film lainnya
3;saya suka memang membeli ticket di tix. tpi knpa kok setiap saya mngdundang teman menggunakan refrensi saya, tidak dapat point yang di janjikan oleh tix. mohon solusinya
5;awal nya gw pakai yg Mtix, tapi ternyata Tix Id lebih banyak untungnya, banyak promo potongan nya. top up minimal hanya 10 rb, malah bisa disesuaikan dg budget nonton. please tetep pertahanin promo2 potongan tiket nya ya, amat sangan berguna 👍
4;suka dengan diskon dan promo promonya, sering seringin adain diskon & promo lah yaa... biar yg punya duit pas pasan masih bisa nonton film di bioskop. hehe😁
5;saya suka karena membantu mempermudah mendapatkan tiket tanpa antri namun ada hal yang kurang pas yaitu biaya admin seharusnya tidak di hitung dr jumlah tiket tp 1x kena di hitung dr nomor hp.
5;bagus sih ada aplikasi kayak gini jadi gk usah cape kalau mau beli tiket ,tinggal tisuran trus pergi ke bioskop buat cetak tiket dan udah deh ,santaiiii
5;kalo bisa jangan di stop pemesanan tiketnya walaupun jam tayangnya sudah dimulai. maksudnya. Saat jam tayang 21.40 saya tetap bisa melakukan transaksi 5 menit sebelum atau saat waktu yg sama atau 5 menit setelah bahkan.
5;Aplikasi tidak jelas.. Isi saldo bisa giliran Beli tiket tidak bisa... 
Nyesal deh; pasti mau alasan trafik di TIX ID tinggi... Apa bukan penipuan 
nih? Beli tiket ngak bisa tapi giliran mau top up lancarnya minta ampun ;
loading ngak sampai 5 detik tapi giliran beli tiket loadingnya sampai 3 ;
jam;" mohon ditambahkan tombol buat penarikan dana deh kl seperti ini..."""
5;Lebih mudah untuk bioskop2 ternama, namun untuk bioskop kecil dan belum ternama kurang, misal seperti New Star Cinaplex. yang jangkauannya per kabupaten2 kecil.
5;aplikasi yg simple, bagus dan sangat berfaedah.. jadi gaperlu lg antri tiket dibioskop.. bisa pilih bangku mana aja 🙂 semoga untuk kedepannya promonya jgn dihilangin ya.. kembangkan terus ya aplikasinya.. good job TIX ID 😉
2;pernah beberapa kali di refund terus,katanya kursi nya udah ga ada lagi. tapi pas udah sukses beli tiket lain,tiket awal itu kursinya ada lg
2;ketika proses tempat duduk tolong dipercepat atau diperbaiki agar tidak membuang-buang waktu saya.. pengalaman tadi menunggu lama ternyata dikembalikan dan harus cari tmpat duduk yang kurang sesuai keinginan
4;saya sangat senang dgn aplikasi tix ini, karena terdapat banyak promo yg menarik untuk memesan tiket!!! dan yg terutama bebas antri loo!!
1;Jangan gila dong . Uda jauh jauh datang ke xx1 . Sampe sana tiket belum masuk . Dan setelah film sudah mulai tiket baru di refund . Tekor buat ongkos jauh jauh . Sumpah kecewa sama pelayanan tix.id.  Bukan masalah uangnya . Ini  refund ko film sudah mulai . Nonton engga kecewa iya
1;kecewa proses loading tilet sejak update lbh lama lbh dr 15 menit, sblm ny masih oke nunggu lama msh dapat tiket, eh td pesan tiket dr rmh masih loading jg kirain bakal sukses , taunya gagal kursi sudah terjual , klu tiket g pasti dapat kyk gitu meski dana d balikin biaya adm 3rb kemarn, beli d sini kyk beli ama calo blm pasti dapat tiketnya, tergantung antrian,barusan beli 2x gagal udh ngabisin wkt, pengen liat tanggapan adminya dtanggapi atw g ,yg komen muji d komen yg komplen d komen jg gak
1;mohon kalau memberikan promo khususnya pelanggan tix harusnya lebih di prioritaskan. kalau alesannya karna traffic penuh, untuk apa dilakukan pembaruan apk? malah semakin buruk. dulu suka ya pesen disini karna banyak promo dan cepet. makin kesini pesen tiket pemrosesannya lama, refund terus dengan alesan kursi tidak tersedia. waktu dicoba lagi, kursi yg saya pesan tadi(yg sdh ter refund) ternyata masih kosong. padahal pemesanan saya lakukan lebih dr 1jam sblmnya.
3;proses kursinya lambat ya,harusnya bisa lebih cepet sinkronisasi antara tix id dgn bioskopnya,udah nunggu lebih dari 30 menit buat konfirmasi kursinya.
1;10 kali kena refund terus. di cek padahal tiketnya belum laku padahal. kalian niat bisnis ga??! ga perlu aku promo2 otomatis. gara2 promomu jadi refund terus. saldoku jadi sia2 gabisa dipake. udah nunggu lama. refund pula, di cek tiketnya ga laku2 sebenarnya. maumu apa?? !!!!!
5;Buat pengguna baru yang mau dapat potongan 25rb bisa pakai kode vocher undangan ini yaa EMXHLD. Kalau sulit untuk dimasukkan kalian bisa salin dulu di note lalu copy paste. Thx.
5;emng mantul TIX ID, skrng gk perlu antri lama lagi. tinggal klik langsung pesen deh. terima kasih TIX ID
1;Parah katanya mengundang teman dapat point 5000 ini sudah yang ke-5 kali saya tidak mendapatkan apa apa, solusinya bagaimana saya sebagai pengguna lama aplikasi tix id cukup kecewa, masih mendingan versi yang dulu mengundang teman lalu mendapat voucher semakin kesini semakin menurun
5;kenapa mau top up ke bri udh ga bs lg.!!! dri bank lain kenak cas 5rb, blm lg mau nonton kenak biaya admin lg,, huffttt.. tolong dong bs gaa diperbaiki, jd mls buat pesen tiket dsni lg!!!!!
5;sangat membantu apalagi saat ada penayangan film yang penontonnya membludak, dengan Tix Id jadi bisa dapat tiket. sering2 kasih promo ya😁⭐
5;aplikasi ini membantu untuk pemesanan tiket agar lebih cepat dan mudah, tidak perlu antri beli tiket lagi, tinggal pesan lewat tix id, print tiket, nonton deh, nice👌👍
1;pesen tiket digantung. berhasil kaga. gagal kaga. sampe pesen di counter ternyata kursinya kosong belum dibooking. perlu di perbaiki koneksi tix ke xxi. anehnya kalo konfirmasi pembayaran cepet bener...
1;aplikasi ini semakin idiot, update setiap minggu tapi beli tiket sering dikembalikan dan otomatis diskonnya hangus, biasanya langsung bisa dapet nomor referal tiket, tapi sekarang menunggu kursi dulu, semakin laku bukan semakin baik malah semakin mengecewakan
5;sya sebagai pecinta flim makin merasa di untungkan, dengan hadirnya TIX ID pertama di mudahkan, dan murah karena sering ada promo dari DANA, jaman skrang memang sangat keren, coba aja TIX ID sdh hadir dari 9 tahun yg lalu
5;Thank youuu TIX ID. Karenamu kami bisa memesan tiket nonton dimanapun kami berada tanpa antri dan bisa memilih seat favorit. Bagi pengguna baru masukkan kode TSNAIY saat mendaftar pada kolom kode referal supaya mendapat potongan sebesar 25.000. [Kode: TSNAIY]
